id_transaccion,fecha_hora,monto_transaccion,tipo_transaccion,numero_cuenta,id_cliente,id_producto,id_riesgo,id_fecha,alerta_fecha_futura,alerta_monto_negativo,alerta_tipo_desconocido
325,2024-02-28 12:37:16,2558348,Compra,4870992357,325,5,4,324,false,false,true
326,2024-02-28 00:02:01,618900,Retiro,4738422105,326,3,4,325,false,false,true
327,2024-02-28 17:28:21,2475975,Pago,6853894266,327,2,4,326,false,false,true
328,2024-02-28 06:47:51,4555725,Transferencia,8641375317,328,4,164,327,false,false,true
329,2024-02-28 01:20:18,329858,Depósito,6524255493,329,1,4,328,false,false,true
330,2024-02-28 12:49:59,108052,Compra,1341115352,330,4,4,329,false,false,true
331,2024-02-28 12:29:09,1180357,Pago,3346110652,331,2,165,330,false,false,true
332,2024-02-28 09:56:47,3850164,Compra,3606455949,332,1,166,331,false,false,true
333,2024-02-28 05:15:17,4061179,Compra,9785832960,333,1,4,332,false,false,true
334,2024-02-28 08:54:27,4853391,Compra,2155841714,334,1,4,333,false,false,true
335,2024-02-28 19:07:53,4464394,Compra,4801708821,335,2,167,334,false,false,true
336,2024-02-28 10:44:30,1031650,Pago,5036930242,336,5,168,335,false,false,true
337,2024-02-28 05:41:18,2833693,Transferencia,1129490049,337,3,4,336,false,false,true
338,2024-02-28 12:48:19,3369865,Pago,8982859340,338,3,169,337,false,false,true
339,2024-02-28 13:39:23,3718577,Depósito,4308383225,339,4,170,338,false,false,true
340,2024-02-28 08:34:27,1688265,Transferencia,8802350877,340,2,171,339,false,false,true
341,2024-02-28 14:54:43,2188890,Compra,2803151795,341,3,172,340,false,false,true
342,2024-02-28 08:53:24,1795582,Transferencia,1067058217,342,2,173,341,false,false,true
343,2024-02-28 11:10:41,2986431,Retiro,9821621059,343,3,174,342,false,false,true
344,2024-02-28 04:12:49,3276268,Retiro,8091929477,344,3,175,343,false,false,true
345,2024-02-28 11:00:08,2359499,Depósito,4494815205,345,5,176,344,false,false,true
346,2024-02-28 13:31:23,2257980,Pago,5734145607,346,3,4,345,false,false,true
347,2024-02-28 05:18:55,3079348,Retiro,1854882937,347,4,4,346,false,false,true
348,2024-02-28 04:00:09,2371017,Depósito,5890900041,348,2,177,347,false,false,true
349,2024-02-28 01:40:24,323542,Transferencia,7930340112,349,3,178,348,false,false,true
350,2024-02-28 10:58:52,4702182,Transferencia,5895407734,350,5,179,349,false,false,true
351,2024-02-28 20:27:30,4811142,Depósito,7042596313,351,3,180,350,false,false,true
352,2024-02-28 03:57:32,3494106,Depósito,3309563040,352,2,181,351,false,false,true
353,2024-02-28 02:53:03,1601487,Pago,7229689398,353,2,182,352,false,false,true
354,2024-02-28 19:39:15,3196262,Transferencia,9136282437,354,5,4,353,false,false,true
355,2024-02-28 03:28:35,4509520,Transferencia,4993010916,355,1,183,354,false,false,true
356,2024-02-28 03:18:29,1590816,Pago,9996388859,356,4,184,355,false,false,true
357,2024-02-28 20:52:43,2807301,Retiro,7479787703,357,3,185,356,false,false,true
358,2024-02-28 15:07:08,4291855,Retiro,5783782041,358,5,4,357,false,false,true
359,2024-02-28 21:06:42,3417840,Compra,7709744285,359,5,186,358,false,false,true
360,2024-02-28 06:31:17,4484695,Depósito,3110585430,360,2,4,359,false,false,true
361,2024-02-28 04:56:44,1506544,Pago,6405892379,361,3,187,360,false,false,true
362,2024-02-28 22:09:29,397068,Transferencia,7616635109,362,1,4,361,false,false,true
363,2024-02-28 06:47:55,3457567,Transferencia,2555848891,363,2,188,362,false,false,true
364,2024-02-28 15:41:11,3764719,Pago,3759611577,364,3,189,363,false,false,true
365,2024-02-28 14:41:12,1890732,Depósito,4656416275,365,1,190,364,false,false,true
366,2024-02-28 16:46:41,4627379,Transferencia,3310340396,366,3,191,365,false,false,true
367,2024-02-28 16:03:34,1787537,Depósito,4626085444,367,1,192,366,false,false,true
368,2024-02-28 23:53:33,365068,Pago,5370485603,368,3,4,367,false,false,true
369,2024-02-28 21:17:06,3533006,Transferencia,4827781415,369,5,4,368,false,false,true
370,2024-02-28 20:24:51,4676194,Retiro,5576814007,370,3,193,369,false,false,true
371,2024-02-28 06:02:57,54898,Compra,3078812319,371,3,4,370,false,false,true
372,2024-02-28 04:48:21,1579761,Compra,7288612246,372,5,194,371,false,false,true
373,2024-02-28 20:28:47,3906574,Depósito,8802337338,373,1,4,372,false,false,true
374,2024-02-28 02:18:40,618460,Depósito,7134773079,374,3,195,373,false,false,true
375,2024-02-28 15:07:14,1950817,Compra,6403456770,375,5,4,374,false,false,true
376,2024-02-28 09:48:00,2162866,Depósito,6127796454,376,5,196,375,false,false,true
377,2024-02-28 04:20:54,2297468,Retiro,4432555253,377,3,197,376,false,false,true
378,2024-02-28 02:30:34,3566729,Depósito,6663974619,378,3,4,377,false,false,true
379,2024-02-28 16:54:01,2819480,Transferencia,5625712455,379,3,4,378,false,false,true
380,2024-02-28 08:20:13,4526218,Depósito,3218057107,380,5,4,379,false,false,true
381,2024-02-28 02:25:21,2444745,Depósito,4851492263,381,2,4,380,false,false,true
382,2024-02-28 07:28:21,3223299,Transferencia,6071813408,382,1,198,381,false,false,true
383,2024-02-28 20:18:49,4323304,Transferencia,1184170514,383,5,4,382,false,false,true
384,2024-02-28 12:36:50,2692968,Compra,9726359502,384,3,4,383,false,false,true
385,2024-02-28 11:23:59,228077,Compra,5580222514,385,5,199,384,false,false,true
386,2024-02-28 20:39:16,4466852,Retiro,8051249475,386,2,4,385,false,false,true
387,2024-02-28 05:44:44,631536,Retiro,5840512599,387,2,200,386,false,false,true
388,2024-02-28 18:38:52,4966328,Pago,5107146047,388,1,4,387,false,false,true
389,2024-02-28 00:44:02,4669555,Transferencia,9155431108,389,4,201,388,false,false,true
390,2024-02-28 22:36:22,3008924,Retiro,7845420843,390,3,202,389,false,false,true
391,2024-02-28 02:46:40,1895930,Depósito,6496037342,391,5,4,390,false,false,true
392,2024-02-28 09:51:31,3620491,Pago,5011014078,392,3,4,391,false,false,true
393,2024-02-28 05:42:03,3828544,Depósito,1703994581,393,3,203,392,false,false,true
394,2024-02-28 04:28:40,754960,Retiro,3227480388,394,2,4,393,false,false,true
395,2024-02-28 21:21:51,2817055,Compra,8552073613,395,3,4,394,false,false,true
396,2024-02-28 04:14:21,3811980,Pago,3692399612,396,2,4,395,false,false,true
397,2024-02-28 08:45:40,3473262,Depósito,7501334375,397,2,204,396,false,false,true
398,2024-02-28 17:59:47,671786,Transferencia,9986279196,398,2,205,397,false,false,true
399,2024-02-28 01:09:46,3989965,Pago,4063997223,399,3,4,398,false,false,true
400,2024-02-28 17:23:22,4031126,Retiro,6597956975,400,4,206,399,false,false,true
401,2024-02-28 13:18:17,2180895,Compra,5069677122,401,4,207,400,false,false,true
402,2024-02-28 18:20:49,2254388,Transferencia,5697446678,402,5,4,401,false,false,true
403,2024-02-28 00:42:45,1382898,Retiro,1066979322,403,2,4,402,false,false,true
404,2024-02-28 21:41:06,1971290,Transferencia,3805418658,404,3,208,403,false,false,true
405,2024-02-28 14:31:57,2244766,Pago,1254949771,405,3,4,404,false,false,true
406,2024-02-28 20:09:19,240016,Compra,1529818332,406,3,4,405,false,false,true
407,2024-02-28 00:44:33,3502783,Pago,6845919327,407,1,4,406,false,false,true
408,2024-02-28 03:49:12,115683,Compra,4153773626,408,2,209,407,false,false,true
409,2024-02-28 07:14:32,4355905,Compra,8376929284,409,1,4,408,false,false,true
410,2024-02-28 17:39:07,3128920,Depósito,1905082056,410,4,4,409,false,false,true
411,2024-02-28 08:08:37,306624,Compra,8852724660,411,5,4,410,false,false,true
412,2024-02-28 22:50:48,345972,Compra,7456362489,412,5,210,411,false,false,true
413,2024-02-28 10:43:59,4185920,Depósito,6702135548,413,4,4,412,false,false,true
414,2024-02-28 15:45:27,3356136,Retiro,6770517942,414,4,211,413,false,false,true
415,2024-02-28 16:49:03,3713295,Retiro,6285278400,415,5,212,414,false,false,true
416,2024-02-28 06:30:49,3191147,Retiro,5549125707,416,5,213,415,false,false,true
417,2024-02-28 02:02:23,3628960,Retiro,2090373792,417,5,4,416,false,false,true
418,2024-02-28 16:54:52,370963,Pago,8747459177,418,4,4,417,false,false,true
419,2024-02-28 13:51:42,4447786,Compra,9633860380,419,3,214,418,false,false,true
420,2024-02-28 04:42:02,53700,Pago,1227086869,420,3,215,419,false,false,true
421,2024-02-28 06:08:22,3954340,Compra,7099751974,421,1,216,420,false,false,true
422,2024-02-28 07:10:50,2161283,Pago,6756165232,422,3,217,421,false,false,true
423,2024-02-28 08:43:05,4799292,Retiro,3739537290,423,5,4,422,false,false,true
424,2024-02-28 22:06:37,4236936,Retiro,9580327429,424,4,4,423,false,false,true
425,2024-02-28 23:01:24,4310522,Transferencia,9098486308,425,1,4,424,false,false,true
426,2024-02-28 08:27:53,946351,Retiro,6811857184,426,2,4,425,false,false,true
427,2024-02-28 08:37:01,2736453,Transferencia,3678761731,427,3,218,426,false,false,true
428,2024-02-28 10:24:09,204300,Pago,1619248006,428,1,4,427,false,false,true
429,2024-02-28 01:05:57,2458767,Retiro,5803997898,429,1,219,428,false,false,true
430,2024-02-28 23:30:25,3499435,Retiro,3492626050,430,4,4,429,false,false,true
431,2024-02-28 16:31:07,1624481,Pago,8330794025,431,3,4,430,false,false,true
432,2024-02-28 14:50:10,4512161,Transferencia,6064182424,432,4,4,431,false,false,true
433,2024-02-28 19:09:10,4856811,Depósito,9713379191,433,5,4,432,false,false,true
434,2024-02-28 12:56:39,4362111,Transferencia,7946714882,434,5,4,433,false,false,true
435,2024-02-28 23:36:01,4544580,Pago,6321128553,435,5,220,434,false,false,true
436,2024-02-28 13:55:22,1487668,Retiro,7630519681,436,1,221,435,false,false,true
437,2024-02-28 10:38:14,2859155,Depósito,5350711931,437,2,4,436,false,false,true
438,2024-02-28 16:38:34,2766936,Pago,4184399927,438,5,4,437,false,false,true
439,2024-02-28 01:25:28,4148987,Depósito,1751812240,439,2,222,438,false,false,true
440,2024-02-28 13:57:44,2118369,Transferencia,9598371086,440,1,223,439,false,false,true
441,2024-02-28 05:53:07,2549020,Compra,3809873832,441,3,224,440,false,false,true
442,2024-02-28 08:03:23,4119258,Compra,2951765917,442,2,4,441,false,false,true
443,2024-02-28 16:18:46,4591301,Compra,2167739653,443,1,225,442,false,false,true
444,2024-02-28 23:14:49,381108,Compra,5823697733,444,4,226,443,false,false,true
445,2024-02-28 03:07:54,951495,Depósito,5531125165,445,2,4,444,false,false,true
446,2024-02-28 22:43:40,3033694,Pago,8925124756,446,5,4,445,false,false,true
447,2024-02-28 05:44:24,4700125,Transferencia,9567117204,447,2,4,446,false,false,true
448,2024-02-28 02:43:39,4915851,Transferencia,7445555979,448,5,227,447,false,false,true
449,2024-02-28 21:22:45,228404,Transferencia,8576361731,449,2,4,448,false,false,true
450,2024-02-28 21:24:30,4996841,Compra,9037551851,450,4,228,449,false,false,true
451,2024-02-28 02:27:17,1477547,Transferencia,8342044853,451,1,4,450,false,false,true
452,2024-02-28 06:05:12,1637608,Depósito,4313292898,452,5,229,451,false,false,true
453,2024-02-28 05:27:25,2289678,Retiro,6761408614,453,5,230,452,false,false,true
454,2024-02-28 02:31:21,2723484,Retiro,8573364551,454,2,4,453,false,false,true
455,2024-02-28 18:57:41,758958,Depósito,5169528697,455,1,231,454,false,false,true
456,2024-02-28 18:45:28,1293952,Pago,8725531283,456,4,4,455,false,false,true
457,2024-02-28 21:49:03,2221185,Retiro,3944698494,457,4,232,456,false,false,true
458,2024-02-28 23:42:28,2486319,Pago,7649501863,458,4,4,457,false,false,true
459,2024-02-28 06:36:24,978111,Retiro,1819046644,459,4,4,458,false,false,true
460,2024-02-28 09:25:18,42112,Retiro,9600737472,460,2,233,459,false,false,true
461,2024-02-28 10:44:17,1323689,Compra,8967473262,461,5,4,460,false,false,true
462,2024-02-28 17:52:49,3783942,Compra,8144985000,462,3,234,461,false,false,true
463,2024-02-28 02:37:47,1803937,Retiro,8421728843,463,2,235,462,false,false,true
464,2024-02-28 20:10:14,4863945,Transferencia,7349282106,464,1,236,463,false,false,true
465,2024-02-28 09:39:19,1818715,Pago,2699557414,465,1,237,464,false,false,true
466,2024-02-28 07:46:05,4623673,Pago,5200447062,466,3,238,465,false,false,true
467,2024-02-28 13:21:31,3967915,Pago,8409881191,467,2,239,466,false,false,true
468,2024-02-28 12:02:19,2628523,Depósito,7836557064,468,1,240,467,false,false,true
469,2024-02-28 07:39:58,855240,Transferencia,3809648649,469,1,4,468,false,false,true
470,2024-02-28 19:34:09,4681098,Depósito,6790636182,470,3,4,469,false,false,true
471,2024-02-28 03:16:45,1195502,Pago,1347281572,471,1,4,470,false,false,true
472,2024-02-28 22:23:22,1835162,Depósito,1029590819,472,5,4,471,false,false,true
473,2024-02-28 13:25:54,1235889,Compra,3795814746,473,5,241,472,false,false,true
474,2024-02-28 23:44:42,4150584,Compra,3550896679,474,3,4,473,false,false,true
475,2024-02-28 11:47:32,1111113,Depósito,7433404855,475,4,242,474,false,false,true
476,2024-02-28 09:07:04,1869356,Compra,1948250132,476,4,243,475,false,false,true
477,2024-02-28 11:52:47,910189,Depósito,1054208580,477,3,4,476,false,false,true
478,2024-02-28 10:59:36,3155129,Transferencia,6778503479,478,3,244,477,false,false,true
479,2024-02-28 14:35:29,1443256,Compra,9008671015,479,4,245,478,false,false,true
480,2024-02-28 03:37:27,2347886,Pago,4771393278,480,3,4,479,false,false,true
481,2024-02-28 17:23:56,4080861,Retiro,6728574965,481,2,246,480,false,false,true
482,2024-02-28 01:02:32,4569991,Depósito,8100154647,482,5,4,481,false,false,true
483,2024-02-28 09:18:54,4394686,Compra,9963993964,483,5,4,482,false,false,true
484,2024-02-28 18:19:27,256599,Retiro,6969494870,484,2,247,483,false,false,true
485,2024-02-28 07:20:04,3664381,Compra,5664941981,485,1,4,484,false,false,true
486,2024-02-28 17:53:05,2388335,Pago,9899397318,486,4,4,485,false,false,true
487,2024-02-28 21:41:15,957971,Depósito,4074436805,487,2,248,486,false,false,true
488,2024-02-28 00:05:28,4352281,Transferencia,7113152307,488,3,249,487,false,false,true
489,2024-02-28 03:25:43,4734939,Depósito,1497253224,489,1,250,488,false,false,true
490,2024-02-28 16:12:25,3022123,Pago,3371631488,490,2,251,489,false,false,true
491,2024-02-28 09:36:45,1147251,Depósito,2863307044,491,1,252,490,false,false,true
492,2024-02-28 18:56:25,4412188,Pago,1757827213,492,1,253,491,false,false,true
493,2024-02-28 14:30:27,1021676,Retiro,3686989464,493,4,254,492,false,false,true
494,2024-02-28 00:32:28,830133,Pago,1387839547,494,5,4,493,false,false,true
495,2024-02-28 23:15:22,4288096,Pago,4743276596,495,3,4,494,false,false,true
496,2024-02-28 23:38:36,2331633,Pago,3747308500,496,3,4,495,false,false,true
497,2024-02-28 08:18:27,2748974,Transferencia,3450876481,497,3,255,496,false,false,true
498,2024-02-28 13:46:19,4974210,Compra,8595540691,498,5,256,497,false,false,true
499,2024-02-28 14:10:05,1171275,Depósito,3462115030,499,1,257,498,false,false,true
500,2024-02-28 04:13:17,4529768,Pago,6408938381,500,3,258,499,false,false,true
501,2024-02-28 10:23:37,508583,Compra,3348738499,501,1,259,500,false,false,true
502,2024-02-28 17:49:36,4776857,Transferencia,1403283566,502,2,4,501,false,false,true
503,2024-02-28 15:04:37,4117496,Compra,3157206053,503,2,4,502,false,false,true
504,2024-02-28 17:23:55,829631,Depósito,2500514109,504,4,4,503,false,false,true
505,2024-02-28 01:14:07,2593236,Compra,9274025516,505,2,4,504,false,false,true
506,2024-02-28 03:06:47,2548100,Transferencia,7566989259,506,4,4,505,false,false,true
507,2024-02-28 10:14:10,932194,Compra,3589252112,507,4,260,506,false,false,true
508,2024-02-28 03:12:05,781353,Compra,3921734660,508,3,261,507,false,false,true
509,2024-02-28 02:02:13,89747,Compra,2533987008,509,4,4,508,false,false,true
510,2024-02-28 01:51:14,3428052,Transferencia,9957593825,510,2,262,509,false,false,true
511,2024-02-28 11:17:30,3075570,Compra,9176471234,511,2,263,510,false,false,true
512,2024-02-28 03:53:48,967706,Compra,6536996166,512,1,4,511,false,false,true
513,2024-02-28 01:36:10,169812,Compra,7188620340,513,1,264,512,false,false,true
514,2024-02-28 02:51:57,315245,Depósito,7082178925,514,3,4,513,false,false,true
515,2024-02-28 17:52:28,3589308,Pago,9361811964,515,1,4,514,false,false,true
516,2024-02-28 12:15:41,197262,Transferencia,5374580714,516,5,265,515,false,false,true
517,2024-02-28 00:37:26,3328822,Depósito,5009209197,517,4,4,516,false,false,true
518,2024-02-28 09:26:36,2492746,Transferencia,8623329963,518,4,266,517,false,false,true
519,2024-02-28 12:19:46,4331208,Pago,8817983806,519,4,4,518,false,false,true
520,2024-02-28 15:31:55,4974122,Transferencia,8081001705,520,3,267,519,false,false,true
521,2024-02-28 23:21:19,259886,Depósito,2942420022,521,1,268,520,false,false,true
522,2024-02-28 18:28:53,771376,Compra,2468192405,522,1,269,521,false,false,true
523,2024-02-28 05:15:43,3232161,Pago,3849578297,523,3,4,522,false,false,true
524,2024-02-28 16:23:45,522199,Retiro,8663306183,524,1,270,523,false,false,true
525,2024-02-28 09:04:47,3554163,Compra,5916369425,525,3,271,524,false,false,true
526,2024-02-28 09:14:20,2004049,Retiro,3127834978,526,4,272,525,false,false,true
527,2024-02-28 01:34:51,4339818,Retiro,1878711644,527,5,4,526,false,false,true
528,2024-02-28 11:30:38,4912134,Compra,3216979620,528,4,4,527,false,false,true
529,2024-02-28 01:05:54,4531748,Compra,8156583129,529,1,273,528,false,false,true
530,2024-02-28 06:07:23,2718144,Retiro,9467476564,530,3,274,529,false,false,true
531,2024-02-28 11:19:22,1374097,Pago,2614493846,531,1,275,530,false,false,true
532,2024-02-28 22:30:48,560600,Pago,6318949483,532,1,276,531,false,false,true
533,2024-02-28 12:13:52,1223308,Compra,3673579488,533,4,4,532,false,false,true
534,2024-02-28 23:32:55,927830,Depósito,3080745318,534,4,4,533,false,false,true
535,2024-02-28 13:28:30,146418,Retiro,4973934082,535,5,277,534,false,false,true
536,2024-02-28 14:31:26,1048687,Compra,5748631617,536,1,278,535,false,false,true
537,2024-02-28 17:39:21,4537058,Transferencia,2954476937,537,5,4,536,false,false,true
538,2024-02-28 00:40:28,4733816,Depósito,4047658278,538,4,279,537,false,false,true
539,2024-02-28 22:47:40,3856378,Depósito,3301102897,539,4,4,538,false,false,true
540,2024-02-28 23:14:17,765447,Pago,5005345408,540,5,280,539,false,false,true
541,2024-02-28 16:08:22,1654859,Retiro,2082651696,541,4,281,540,false,false,true
542,2024-02-28 10:17:40,1549801,Pago,5372670687,542,3,282,541,false,false,true
543,2024-02-28 00:11:07,3438835,Retiro,7963360136,543,3,4,542,false,false,true
544,2024-02-28 23:45:37,1255658,Compra,8879449201,544,5,283,543,false,false,true
545,2024-02-28 11:27:50,2711010,Compra,4852381698,545,3,4,544,false,false,true
546,2024-02-28 07:33:27,2716527,Transferencia,1037346034,546,5,4,545,false,false,true
547,2024-02-28 16:51:46,4000558,Pago,4628514748,547,5,4,546,false,false,true
548,2024-02-28 07:18:11,4513429,Compra,9870874097,548,4,284,547,false,false,true
549,2024-02-28 19:41:52,3185104,Depósito,7528334309,549,2,285,548,false,false,true
550,2024-02-28 00:18:28,2150991,Transferencia,5265545387,550,4,4,549,false,false,true
551,2024-02-28 18:30:30,1145923,Transferencia,9132388503,551,2,286,550,false,false,true
552,2024-02-28 15:44:21,1332884,Compra,6691296370,552,5,287,551,false,false,true
553,2024-02-28 13:35:55,4415241,Pago,1436915990,553,3,288,552,false,false,true
554,2024-02-28 05:03:20,2968795,Pago,3374819677,554,1,4,553,false,false,true
555,2024-02-28 11:05:39,503195,Depósito,7189372260,555,1,289,554,false,false,true
556,2024-02-28 13:32:57,4369303,Retiro,5536337157,556,3,4,555,false,false,true
557,2024-02-28 23:35:54,4742926,Transferencia,1310561403,557,1,4,556,false,false,true
558,2024-02-28 22:42:42,1675020,Pago,7412948814,558,1,290,557,false,false,true
559,2024-02-28 05:11:54,1790894,Retiro,9841337244,559,2,4,558,false,false,true
560,2024-02-28 16:09:37,2876669,Pago,9037130545,560,4,291,559,false,false,true
561,2024-02-28 12:09:15,4515923,Transferencia,9994511553,561,3,292,560,false,false,true
562,2024-02-28 10:40:00,3190963,Transferencia,2539963758,562,5,4,561,false,false,true
563,2024-02-28 10:25:02,4741451,Compra,5327685265,563,2,4,562,false,false,true
564,2024-02-28 06:05:50,2521010,Pago,7686282859,564,5,4,563,false,false,true
565,2024-02-28 06:27:11,3265092,Pago,2604866102,565,2,293,564,false,false,true
566,2024-02-28 20:21:35,742871,Pago,5832614769,566,4,294,565,false,false,true
567,2024-02-28 11:56:27,4518862,Depósito,6982022943,567,4,4,566,false,false,true
568,2024-02-28 11:14:47,2321890,Retiro,3563604262,568,2,295,567,false,false,true
569,2024-02-28 15:13:59,1905913,Depósito,4275210285,569,4,4,568,false,false,true
570,2024-02-28 16:56:52,2888925,Pago,8623107596,570,4,296,569,false,false,true
571,2024-02-28 14:22:44,4440314,Compra,9355896997,571,3,297,570,false,false,true
572,2024-02-28 07:55:54,2958889,Pago,4914949138,572,2,298,571,false,false,true
573,2024-02-28 21:39:39,3902046,Compra,2227617176,573,3,4,572,false,false,true
574,2024-02-28 07:11:59,1222575,Transferencia,9377016043,574,3,4,573,false,false,true
575,2024-02-28 23:26:00,2172047,Compra,7785375110,575,3,299,574,false,false,true
576,2024-02-28 03:00:16,4720746,Compra,2301049848,576,2,300,575,false,false,true
577,2024-02-28 02:55:01,3550806,Transferencia,2961877935,577,2,301,576,false,false,true
578,2024-02-28 07:11:23,4960977,Transferencia,1409102238,578,5,302,577,false,false,true
579,2024-02-28 04:14:13,898534,Compra,6964116926,579,5,4,578,false,false,true
580,2024-02-28 10:47:58,1513331,Compra,1373228858,580,2,303,579,false,false,true
581,2024-02-28 12:28:34,679048,Compra,5043310227,581,4,4,580,false,false,true
582,2024-02-28 20:32:20,2190375,Pago,6554492985,582,4,304,581,false,false,true
583,2024-02-28 21:53:07,696910,Compra,7572268987,583,5,305,582,false,false,true
584,2024-02-28 11:37:13,934512,Retiro,7962888316,584,4,306,583,false,false,true
585,2024-02-28 15:58:40,1823529,Retiro,2923715507,585,1,307,584,false,false,true
586,2024-02-28 02:36:42,3148953,Compra,4518868188,586,1,4,585,false,false,true
587,2024-02-28 10:45:35,513436,Retiro,9593372992,587,2,4,586,false,false,true
588,2024-02-28 15:49:14,2282208,Pago,9512853749,588,4,4,587,false,false,true
589,2024-02-28 23:39:05,4766413,Pago,8027756667,589,5,4,588,false,false,true
590,2024-02-28 12:02:05,3089786,Depósito,8165043168,590,5,308,589,false,false,true
591,2024-02-28 21:52:41,2551127,Compra,4156855320,591,1,4,590,false,false,true
592,2024-02-28 08:45:11,206843,Transferencia,7820338326,592,3,309,591,false,false,true
593,2024-02-28 22:36:33,3373669,Pago,1038510850,593,4,4,592,false,false,true
594,2024-02-28 18:33:06,2719262,Retiro,2920344612,594,3,4,593,false,false,true
595,2024-02-28 11:44:13,4459373,Transferencia,2930313469,595,4,310,594,false,false,true
596,2024-02-28 21:39:41,2223264,Pago,1445551821,596,3,311,595,false,false,true
597,2024-02-28 11:45:07,4292220,Compra,4355121362,597,5,312,596,false,false,true
598,2024-02-28 02:11:18,2160813,Depósito,6982677127,598,2,4,597,false,false,true
599,2024-02-28 06:44:52,4304260,Retiro,8402814542,599,1,313,598,false,false,true
600,2024-02-28 14:58:30,3355772,Compra,8514476001,600,4,314,599,false,false,true
601,2024-02-28 11:26:28,3459127,Compra,9952570376,601,5,4,600,false,false,true
602,2024-02-28 02:29:45,1738798,Transferencia,1520866291,602,5,4,601,false,false,true
603,2024-02-28 00:31:40,2497427,Compra,6595029391,603,4,315,602,false,false,true
604,2024-02-28 16:25:22,3113357,Pago,2002772579,604,5,4,603,false,false,true
605,2024-02-28 21:00:49,1054059,Pago,8169289760,605,5,316,604,false,false,true
606,2024-02-28 10:47:29,1377780,Pago,5799828173,606,3,4,605,false,false,true
607,2024-02-28 02:27:55,3033287,Compra,2402417201,607,4,4,606,false,false,true
608,2024-02-28 08:46:32,4083541,Depósito,4257929477,608,1,4,607,false,false,true
609,2024-02-28 15:47:58,1918730,Compra,2719341564,609,3,317,608,false,false,true
610,2024-02-28 00:19:29,1450807,Compra,7377732320,610,5,4,609,false,false,true
611,2024-02-28 02:55:21,285711,Compra,4066212189,611,4,318,610,false,false,true
612,2024-02-28 16:32:31,3316080,Compra,5250829994,612,3,319,611,false,false,true
613,2024-02-28 14:05:08,1831721,Transferencia,5736223201,613,2,4,612,false,false,true
614,2024-02-28 04:15:18,3087774,Transferencia,3689925640,614,3,320,613,false,false,true
615,2024-02-28 00:06:39,2372382,Depósito,4404409953,615,3,321,614,false,false,true
616,2024-02-28 05:16:14,2683089,Retiro,6492451318,616,4,4,615,false,false,true
617,2024-02-28 14:47:26,1803035,Retiro,4930265654,617,4,4,616,false,false,true
618,2024-02-28 02:36:30,525710,Depósito,6494764608,618,1,322,617,false,false,true
619,2024-02-28 01:35:56,401860,Compra,9785254154,619,5,323,618,false,false,true
620,2024-02-28 05:44:45,3327946,Pago,5724169694,620,1,324,619,false,false,true
621,2024-02-28 15:11:57,3793026,Depósito,5983482826,621,1,325,620,false,false,true
622,2024-02-28 23:22:49,632723,Compra,1035862807,622,3,326,621,false,false,true
623,2024-02-28 01:29:56,3277836,Compra,8433822108,623,4,4,622,false,false,true
624,2024-02-28 00:36:33,3171542,Retiro,6613695297,624,4,327,623,false,false,true
625,2024-02-28 07:16:05,2832064,Depósito,8163285933,625,2,328,624,false,false,true
626,2024-02-28 12:54:44,1992066,Retiro,3433909728,626,2,4,625,false,false,true
627,2024-02-28 03:50:14,1795429,Pago,4319035131,627,4,329,626,false,false,true
628,2024-02-28 15:49:30,2166233,Transferencia,8506134877,628,2,4,627,false,false,true
629,2024-02-28 04:56:09,1861835,Depósito,7470096616,629,3,330,628,false,false,true
630,2024-02-28 04:43:17,4124109,Depósito,3261155939,630,5,331,629,false,false,true
631,2024-02-28 14:05:46,864360,Compra,2599548052,631,2,332,630,false,false,true
632,2024-02-28 14:58:06,3744455,Depósito,3665655336,632,4,4,631,false,false,true
633,2024-02-28 02:19:40,1294593,Transferencia,3385726276,633,5,333,632,false,false,true
634,2024-02-28 01:13:57,1913775,Pago,2931326456,634,5,334,633,false,false,true
635,2024-02-28 15:44:12,1517612,Depósito,7742055326,635,2,4,634,false,false,true
636,2024-02-28 01:09:49,74798,Depósito,7612900309,636,5,4,635,false,false,true
637,2024-02-28 07:55:35,4516714,Depósito,6901689816,637,2,4,636,false,false,true
638,2024-02-28 21:16:59,4306349,Transferencia,2961511635,638,5,4,637,false,false,true
639,2024-02-28 06:29:28,3966711,Retiro,2107006631,639,5,4,638,false,false,true
640,2024-02-28 18:18:45,253697,Compra,6044218448,640,4,335,639,false,false,true
641,2024-02-28 12:05:05,1302675,Pago,5756815100,641,4,4,640,false,false,true
642,2024-02-28 13:29:48,4148380,Retiro,7486211038,642,1,4,641,false,false,true
643,2024-02-28 14:22:33,2321100,Retiro,6021458465,643,5,4,642,false,false,true
644,2024-02-28 10:39:27,16505,Pago,1264984308,644,5,336,643,false,false,true
645,2024-02-28 01:42:09,4347795,Depósito,7656787635,645,4,4,644,false,false,true
646,2024-02-28 12:45:06,3789259,Retiro,8045216913,646,5,337,645,false,false,true
647,2024-02-28 03:03:33,1668686,Pago,4882075732,647,4,4,646,false,false,true
648,2024-02-28 23:51:26,3086806,Pago,1858496988,648,5,338,647,false,false,true
649,2024-02-28 21:35:52,887046,Transferencia,7097657868,649,2,4,648,false,false,true
650,2024-02-28 21:27:29,1157874,Depósito,9688298552,650,1,339,649,false,false,true
