tipo_identificacion,numero_identificacion,nombres,fecha_nacimiento,direccion_cliente,telefono_cliente,correo_cliente,ciudad,id_cliente
PAS,376896011,Cliente215 Pérez,1996-02-01 00:00:00,"Calle 98 #74-16",3474387834,"",Medellín,216
PAS,282839530,Cliente216 Torres,2003-05-19 00:00:00,"Carrera 8 #8-15",3201050501,"",Medellín,217
CE,854181446,Cliente217 Ramírez,1968-07-28 00:00:00,"Calle 125 #87-44",3942768743,cliente217.357@gmail.com,Barranquilla,218
PAS,183660284,Cliente218 Pérez,1965-08-02 00:00:00,"Carrera 34 #15-45",3395956005,"",Barranquilla,219
CE,313843692,Cliente219 Méndez,1964-04-20 00:00:00,"Carrera 61 #56-46",3855839605,cliente219.518@outlook.com,Cartagena,220
TI,390622988,Cliente220 Torres,2002-03-21 00:00:00,"Diagonal 50 #46-46",3135739084,"",Bucaramanga,221
TI,659660617,Cliente221 Torres,2000-07-03 00:00:00,"Carrera 133 #76-36",3404785341,cliente221.184@outlook.com,Cali,222
CC,555553048,Cliente222 Gómez,1972-01-21 00:00:00,"Calle 83 #84-10",3497112243,"",Bucaramanga,223
CE,105537833,Cliente223 Gómez,2000-11-05 00:00:00,"Diagonal 102 #39-5",3154288600,"",Cartagena,224
TI,161688374,Cliente224 Torres,1970-07-25 00:00:00,"Avenida 75 #46-34",3880710687,cliente224.375@yahoo.com,Pereira,225
CC,339732963,Cliente225 Ramírez,1956-05-26 00:00:00,"Carrera 11 #26-8",3651097876,cliente225.991@outlook.com,Medellín,226
CE,453755865,Cliente226 Pérez,1958-06-24 00:00:00,"Carrera 28 #18-40",3970571949,cliente226.160@outlook.com,Cartagena,227
CC,985425347,Cliente227 Gómez,1800-01-01 00:00:00,"Avenida 32 #71-49",3752042758,cliente227.789@yahoo.com,Medellín,228
CC,141275991,Cliente228 Ramírez,1994-11-09 00:00:00,"Carrera 13 #82-29",3359470217,"",Barranquilla,229
TI,426733192,Cliente229 Pérez,1800-01-01 00:00:00,"Avenida 110 #19-39",3413153349,"",Pereira,230
CC,484048635,Cliente230 Méndez,1997-07-13 00:00:00,"Diagonal 139 #19-4",3101665037,cliente230.325@outlook.com,Cartagena,231
CE,899534405,Cliente231 Ramírez,1978-11-11 00:00:00,"Carrera 126 #81-5",3474500470,cliente231.914@outlook.com,Pereira,232
TI,571745086,Cliente232 Torres,1961-05-01 00:00:00,"Carrera 34 #36-18",3565512912,"",Cartagena,233
CC,915728134,Cliente233 Méndez,1956-02-22 00:00:00,"Carrera 76 #37-17",3814510274,cliente233.123@gmail.com,Pereira,234
CC,599540971,Cliente234 Gómez,1955-06-10 00:00:00,"Avenida 29 #49-10",3749374638,"",Cartagena,235
CC,145114881,Cliente235 Ramírez,1964-05-08 00:00:00,"Carrera 41 #50-45",3696332062,cliente235.254@gmail.com,Medellín,236
PAS,664358142,Cliente236 Méndez,2001-05-25 00:00:00,"Calle 65 #17-29",3144000939,"",Barranquilla,237
CC,794065337,Cliente237 Ramírez,1968-07-19 00:00:00,"Calle 150 #95-27",3849738995,"",Pereira,238
TI,735652324,Cliente238 Méndez,1956-11-13 00:00:00,"Avenida 51 #18-27",3228916505,"",Barranquilla,239
CE,670663771,Cliente239 Pérez,1951-01-12 00:00:00,"Avenida 69 #67-42",3175176680,cliente239.731@yahoo.com,Bucaramanga,240
TI,532662208,Cliente240 Torres,1971-10-10 00:00:00,"Avenida 113 #46-11",3478595898,"",Cali,241
TI,293400536,Cliente241 Méndez,1800-01-01 00:00:00,"Diagonal 30 #73-50",3605019308,"",Pereira,242
CC,325793996,Cliente242 Torres,1961-01-10 00:00:00,"Avenida 47 #42-41",3298494576,cliente242.395@mail.com,Cali,243
CE,812317003,Cliente243 Torres,1976-06-06 00:00:00,"Avenida 30 #86-28",3529115225,"",Pereira,244
CE,985797852,Cliente244 Méndez,2005-05-25 00:00:00,"Avenida 136 #94-13",3905798361,cliente244.864@gmail.com,Pereira,245
PAS,764416133,Cliente245 Ramírez,1987-06-13 00:00:00,"Carrera 98 #27-41",3609041101,"",Cartagena,246
PAS,984603410,Cliente246 Méndez,1950-08-21 00:00:00,"Carrera 94 #99-42",3110600988,"",Pereira,247
TI,358464874,Cliente247 Torres,2004-08-16 00:00:00,"Calle 132 #66-18",3333070032,cliente247.492@yahoo.com,Barranquilla,248
CE,942205283,Cliente248 Pérez,1973-11-26 00:00:00,"Carrera 5 #7-19",3991738595,"",Bogotá,249
CE,456871575,Cliente249 Pérez,1978-06-22 00:00:00,"Calle 124 #51-10",3787422180,"",Bucaramanga,250
TI,748346425,Cliente250 Torres,1973-06-10 00:00:00,"Avenida 36 #68-5",3541678957,"",Barranquilla,251
PAS,770166691,Cliente251 Torres,1986-03-01 00:00:00,"Calle 104 #3-32",3399804292,"",Bucaramanga,252
CC,705440823,Cliente252 Gómez,2004-01-03 00:00:00,"Calle 60 #78-29",3422507484,"",Bogotá,253
CE,245405339,Cliente253 Méndez,1963-06-26 00:00:00,"Calle 148 #19-40",3567814535,cliente253.908@yahoo.com,Bucaramanga,254
CE,151253224,Cliente254 Méndez,1977-06-20 00:00:00,"Carrera 8 #36-4",3968641274,cliente254.481@gmail.com,Pereira,255
CE,720346331,Cliente255 Pérez,2005-06-20 00:00:00,"Calle 126 #17-25",3668175391,"",Bogotá,256
PAS,394504270,Cliente256 Pérez,2003-03-20 00:00:00,"Avenida 93 #31-3",3560656809,"",Bogotá,257
CC,880627695,Cliente257 Méndez,1800-01-01 00:00:00,"Diagonal 141 #20-12",3334582653,"",Cali,258
TI,613269767,Cliente258 Torres,2002-02-12 00:00:00,"Diagonal 64 #94-35",3289383955,"",Cali,259
CC,729750839,Cliente259 Ramírez,1992-02-16 00:00:00,"Calle 2 #1-20",3477626641,"",Barranquilla,260
CC,353384424,Cliente260 Ramírez,1961-02-04 00:00:00,"Avenida 45 #100-1",3994084025,"",Barranquilla,261
CC,491095733,Cliente261 Ramírez,1951-05-23 00:00:00,"Calle 42 #51-6",3137040462,cliente261.930@outlook.com,Bucaramanga,262
CE,551545817,Cliente262 Pérez,1977-05-28 00:00:00,"Calle 136 #27-1",3243870672,cliente262.684@yahoo.com,Bogotá,263
TI,858741183,Cliente263 Méndez,1969-10-08 00:00:00,"Carrera 129 #45-19",3313199793,"",Pereira,264
PAS,853381612,Cliente264 Pérez,1978-10-28 00:00:00,"Carrera 150 #60-20",3567202219,"",Pereira,265
TI,388083535,Cliente265 Ramírez,1999-08-19 00:00:00,"Carrera 109 #99-38",3601747646,"",Barranquilla,266
CC,142211487,Cliente266 Torres,1987-10-17 00:00:00,"Diagonal 105 #77-20",3808659415,"",Cali,267
CE,252003869,Cliente267 Gómez,2002-05-22 00:00:00,"Calle 109 #34-32",3865993850,"",Barranquilla,268
PAS,209731568,Cliente268 Ramírez,1800-01-01 00:00:00,"Carrera 112 #41-15",3507534281,cliente268.491@outlook.com,Cali,269
TI,974359450,Cliente269 Gómez,1800-01-01 00:00:00,"Diagonal 23 #35-40",3224505056,cliente269.45@yahoo.com,Bucaramanga,270
TI,646305935,Cliente270 Torres,1999-02-11 00:00:00,"Diagonal 131 #100-50",3577773863,"",Pereira,271
TI,698889448,Cliente271 Ramírez,1953-04-23 00:00:00,"Avenida 48 #90-31",3972504579,cliente271.846@gmail.com,Medellín,272
CE,910263125,Cliente272 Torres,1974-02-18 00:00:00,"Avenida 42 #13-27",3918868844,"",Cali,273
TI,497794100,Cliente273 Gómez,1962-10-23 00:00:00,"Diagonal 54 #57-2",3694529883,"",Bucaramanga,274
TI,310700811,Cliente274 Ramírez,1994-06-20 00:00:00,"Avenida 134 #20-13",3641756049,cliente274.312@yahoo.com,Pereira,275
PAS,703833620,Cliente275 Torres,1990-09-11 00:00:00,"Carrera 56 #48-32",3200275398,"",Cali,276
CE,570982746,Cliente276 Méndez,1987-03-16 00:00:00,"Diagonal 123 #75-31",3761157761,cliente276.21@outlook.com,Bucaramanga,277
CE,505390247,Cliente277 Gómez,1987-09-06 00:00:00,"Avenida 80 #91-34",3233378930,cliente277.34@gmail.com,Pereira,278
TI,612285021,Cliente278 Pérez,2003-03-06 00:00:00,"Calle 55 #90-37",3994327170,cliente278.257@outlook.com,Cali,279
PAS,748406901,Cliente279 Gómez,1977-12-22 00:00:00,"Diagonal 108 #15-26",3707760335,"",Bogotá,280
CE,317564542,Cliente280 Torres,1978-04-07 00:00:00,"Avenida 59 #82-1",3273799530,cliente280.147@yahoo.com,Bogotá,281
CC,222623526,Cliente281 Torres,1986-12-28 00:00:00,"Carrera 131 #89-39",3988370938,"",Barranquilla,282
CC,426064187,Cliente282 Torres,1993-04-13 00:00:00,"Diagonal 67 #41-45",3211466786,cliente282.973@yahoo.com,Bogotá,283
CE,305720567,Cliente283 Pérez,1970-04-23 00:00:00,"Diagonal 14 #34-37",3839852592,cliente283.217@yahoo.com,Medellín,284
PAS,815972285,Cliente284 Méndez,1969-05-25 00:00:00,"Calle 43 #92-28",3257716068,"",Cartagena,285
CC,478418240,Cliente285 Torres,2002-12-17 00:00:00,"Avenida 5 #20-28",3194335387,cliente285.734@gmail.com,Bogotá,286
CE,815751035,Cliente286 Pérez,1970-09-04 00:00:00,"Calle 115 #83-42",3998273614,cliente286.884@mail.com,Medellín,287
PAS,269486898,Cliente287 Ramírez,1973-03-20 00:00:00,"Avenida 135 #95-34",3232069993,"",Barranquilla,288
PAS,450433666,Cliente288 Gómez,1965-07-02 00:00:00,"Diagonal 3 #100-35",3192888321,"",Bucaramanga,289
TI,792389419,Cliente289 Torres,1983-07-16 00:00:00,"Carrera 52 #58-2",3626483698,cliente289.523@mail.com,Pereira,290
TI,865829811,Cliente290 Méndez,1961-05-22 00:00:00,"Diagonal 102 #100-50",3544900736,cliente290.536@gmail.com,Barranquilla,291
TI,219734099,Cliente291 Ramírez,1974-03-09 00:00:00,"Avenida 19 #42-2",3280417266,"",Medellín,292
CC,445031258,Cliente292 Torres,1800-01-01 00:00:00,"Avenida 142 #35-45",3412996792,cliente292.537@yahoo.com,Pereira,293
TI,210718741,Cliente293 Torres,2000-08-13 00:00:00,"Carrera 115 #22-11",3529527195,"",Bogotá,294
CE,372970164,Cliente294 Gómez,1967-09-19 00:00:00,"Calle 55 #2-5",3697557378,"",Bogotá,295
CE,296904667,Cliente295 Ramírez,2004-06-07 00:00:00,"Diagonal 65 #7-12",3273897850,cliente295.218@yahoo.com,Medellín,296
CE,698309406,Cliente296 Gómez,1800-01-01 00:00:00,"Avenida 118 #80-4",3681317551,"",Bogotá,297
CC,958005063,Cliente297 Méndez,1982-04-03 00:00:00,"Diagonal 150 #67-45",3729653974,"",Cali,298
PAS,751917119,Cliente298 Torres,1986-02-09 00:00:00,"Carrera 51 #92-46",3310913392,"",Cartagena,299
CE,898406247,Cliente299 Ramírez,2004-02-19 00:00:00,"Avenida 64 #76-29",3181535415,cliente299.224@yahoo.com,Cartagena,300
TI,598582090,Cliente300 Gómez,1999-06-17 00:00:00,"Avenida 137 #46-9",3852012127,cliente300.93@yahoo.com,Bogotá,301
PAS,866115769,Cliente301 Torres,1980-06-03 00:00:00,"Carrera 43 #11-9",3873616600,"",Bucaramanga,302
CE,185408843,Cliente302 Torres,1989-11-06 00:00:00,"Carrera 123 #88-21",3378222995,cliente302.329@gmail.com,Cali,303
CC,913183186,Cliente303 Pérez,1994-07-26 00:00:00,"Calle 54 #80-7",3717886748,"",Bogotá,304
CC,828382087,Cliente304 Torres,1978-02-24 00:00:00,"Carrera 141 #2-10",3580522588,"",Bogotá,305
TI,948485576,Cliente305 Ramírez,1800-01-01 00:00:00,"Avenida 137 #37-10",3561479224,"",Barranquilla,306
CE,718946680,Cliente306 Pérez,2004-12-17 00:00:00,"Diagonal 99 #37-15",3262818048,cliente306.377@outlook.com,Cartagena,307
PAS,774399278,Cliente307 Ramírez,1970-02-16 00:00:00,"Calle 54 #68-22",3514660084,cliente307.283@yahoo.com,Bucaramanga,308
TI,514875699,Cliente308 Pérez,1994-12-21 00:00:00,"Diagonal 127 #59-5",3788341376,"",Bogotá,309
PAS,775542856,Cliente309 Torres,1998-09-04 00:00:00,"Avenida 92 #47-20",3347038062,"",Bogotá,310
PAS,706588847,Cliente310 Gómez,1989-02-09 00:00:00,"Calle 63 #30-21",3551564429,"",Bucaramanga,311
TI,466834359,Cliente311 Pérez,1966-08-05 00:00:00,"Avenida 25 #46-10",3718582372,cliente311.575@mail.com,Barranquilla,312
TI,897419998,Cliente312 Torres,1955-08-02 00:00:00,"Avenida 10 #2-32",3678886348,"",Bucaramanga,313
PAS,940867680,Cliente313 Gómez,1961-05-16 00:00:00,"Avenida 143 #41-7",3129638842,"",Bogotá,314
PAS,277411940,Cliente314 Torres,1979-08-11 00:00:00,"Diagonal 34 #84-35",3956345511,"",Cartagena,315
PAS,944037357,Cliente315 Méndez,1999-03-26 00:00:00,"Diagonal 95 #72-50",3555140327,"",Pereira,316
CE,138461966,Cliente316 Gómez,1983-04-15 00:00:00,"Avenida 100 #92-5",3614846935,cliente316.604@mail.com,Pereira,317
CC,796398792,Cliente317 Ramírez,1961-07-18 00:00:00,"Calle 49 #75-28",3716689513,"",Cali,318
PAS,967335409,Cliente318 Gómez,1956-01-08 00:00:00,"Calle 85 #44-14",3621617898,cliente318.773@outlook.com,Pereira,319
CC,872789726,Cliente319 Pérez,1982-01-23 00:00:00,"Avenida 98 #27-26",3492052620,"",Pereira,320
CC,338371050,Cliente320 Gómez,1964-12-10 00:00:00,"Diagonal 67 #88-8",3463111676,cliente320.544@gmail.com,Pereira,321
CC,770895848,Cliente321 Gómez,1991-12-14 00:00:00,"Calle 8 #42-38",3374479547,cliente321.833@yahoo.com,Bucaramanga,322
TI,888001763,Cliente322 Ramírez,1976-02-06 00:00:00,"Carrera 59 #75-21",3186405732,"",Pereira,323
CE,954598832,Cliente323 Gómez,2005-11-02 00:00:00,"Diagonal 113 #52-12",3349577503,"",Pereira,324
PAS,193938977,Cliente324 Torres,1957-05-17 00:00:00,"Diagonal 1 #83-28",3688993897,"",Medellín,325
PAS,209424433,Cliente325 Gómez,2001-06-16 00:00:00,"Carrera 77 #19-28",3192425454,"",Bucaramanga,326
CC,461239235,Cliente326 Ramírez,1982-06-01 00:00:00,"Calle 63 #23-43",3941644316,cliente326.857@gmail.com,Pereira,327
PAS,478026050,Cliente327 Méndez,1800-01-01 00:00:00,"Calle 97 #67-37",3861932231,cliente327.934@mail.com,Barranquilla,328
TI,330913588,Cliente328 Torres,1953-02-26 00:00:00,"Avenida 19 #59-39",3123309051,cliente328.355@yahoo.com,Medellín,329
CC,562208037,Cliente329 Gómez,1977-06-26 00:00:00,"Carrera 112 #71-1",3297341208,cliente329.214@yahoo.com,Pereira,330
CC,751277403,Cliente330 Torres,1959-03-05 00:00:00,"Diagonal 140 #66-10",3980074172,cliente330.781@yahoo.com,Barranquilla,331
PAS,865689776,Cliente331 Ramírez,1980-10-09 00:00:00,"Avenida 143 #18-5",3310988929,cliente331.893@outlook.com,Bogotá,332
CE,150909183,Cliente332 Pérez,1968-05-28 00:00:00,"Carrera 65 #46-50",3815396842,cliente332.691@yahoo.com,Medellín,333
CE,515754061,Cliente333 Ramírez,1999-04-06 00:00:00,"Carrera 129 #96-49",3964976511,cliente333.560@gmail.com,Bucaramanga,334
CE,947647440,Cliente334 Gómez,1993-03-06 00:00:00,"Calle 120 #89-8",3483114539,cliente334.835@yahoo.com,Cali,335
PAS,249825574,Cliente335 Gómez,1952-08-24 00:00:00,"Carrera 10 #86-38",3710939606,"",Cartagena,336
CC,453424330,Cliente336 Ramírez,2001-04-19 00:00:00,"Avenida 39 #80-15",3224784419,"",Medellín,337
CC,475428594,Cliente337 Pérez,1960-03-22 00:00:00,"Avenida 122 #7-13",3969102144,"",Cali,338
CC,391665369,Cliente338 Gómez,1993-09-22 00:00:00,"Calle 118 #46-30",3826951042,cliente338.126@outlook.com,Pereira,339
TI,147154279,Cliente339 Ramírez,1981-06-11 00:00:00,"Carrera 92 #75-11",3803853152,"",Bogotá,340
TI,339000603,Cliente340 Pérez,1992-07-25 00:00:00,"Diagonal 13 #58-44",3318184584,cliente340.641@gmail.com,Pereira,341
CE,175933082,Cliente341 Torres,1957-09-27 00:00:00,"Carrera 84 #15-2",3472152115,cliente341.259@gmail.com,Pereira,342
TI,133308302,Cliente342 Gómez,1957-05-08 00:00:00,"Avenida 46 #55-32",3604202664,cliente342.242@gmail.com,Cali,343
CE,984738960,Cliente343 Pérez,1993-03-28 00:00:00,"Carrera 35 #15-13",3501837962,cliente343.937@gmail.com,Pereira,344
PAS,989128888,Cliente344 Pérez,1966-04-09 00:00:00,"Carrera 132 #21-10",3633616761,cliente344.334@yahoo.com,Cartagena,345
CE,847847340,Cliente345 Méndez,1997-02-28 00:00:00,"Avenida 10 #61-2",3635903140,cliente345.102@outlook.com,Cartagena,346
TI,717847735,Cliente346 Torres,1966-04-23 00:00:00,"Calle 147 #56-27",3571545650,cliente346.743@outlook.com,Cali,347
PAS,339141705,Cliente347 Torres,1994-12-05 00:00:00,"Avenida 60 #62-34",3210160703,cliente347.620@mail.com,Pereira,348
TI,498591474,Cliente348 Gómez,1998-09-07 00:00:00,"Avenida 39 #71-45",3128814363,cliente348.329@yahoo.com,Pereira,349
CC,533483489,Cliente349 Pérez,2002-08-05 00:00:00,"Carrera 116 #89-48",3117402383,cliente349.919@yahoo.com,Cartagena,350
TI,828824600,Cliente350 Gómez,1950-06-24 00:00:00,"Calle 32 #70-43",3899533798,cliente350.515@mail.com,Bogotá,351
PAS,893404534,Cliente351 Pérez,1983-05-18 00:00:00,"Calle 90 #81-34",3462176052,"",Medellín,352
CE,960873029,Cliente352 Méndez,1956-05-02 00:00:00,"Calle 6 #27-6",3829148897,cliente352.352@outlook.com,Bogotá,353
TI,642820785,Cliente353 Ramírez,1998-11-19 00:00:00,"Avenida 143 #11-42",3670877827,cliente353.921@mail.com,Cartagena,354
CE,798109285,Cliente354 Ramírez,1952-08-19 00:00:00,"Diagonal 149 #46-34",3311229307,cliente354.143@mail.com,Bogotá,355
TI,664569174,Cliente355 Ramírez,1985-09-09 00:00:00,"Diagonal 90 #62-47",3832929984,"",Cali,356
CE,511135574,Cliente356 Ramírez,1999-10-09 00:00:00,"Avenida 28 #1-31",3473229233,"",Bogotá,357
CE,405637369,Cliente357 Ramírez,1963-02-17 00:00:00,"Avenida 139 #97-43",3196514675,"",Medellín,358
PAS,839546930,Cliente358 Torres,1958-01-20 00:00:00,"Avenida 71 #16-40",3765168330,cliente358.691@yahoo.com,Bucaramanga,359
CC,286186284,Cliente359 Pérez,1962-10-03 00:00:00,"Carrera 128 #17-32",3932646784,"",Cartagena,360
CE,638863449,Cliente360 Méndez,1953-05-11 00:00:00,"Carrera 113 #29-29",3365920287,cliente360.972@mail.com,Medellín,361
CE,405613764,Cliente361 Torres,2005-10-24 00:00:00,"Avenida 142 #33-12",3428521113,cliente361.16@outlook.com,Medellín,362
PAS,244776281,Cliente362 Ramírez,1959-04-09 00:00:00,"Calle 70 #4-21",3284931228,"",Cartagena,363
CE,958294517,Cliente363 Gómez,1956-05-05 00:00:00,"Calle 127 #15-42",3783952262,"",Cali,364
CC,380969186,Cliente364 Torres,1954-07-26 00:00:00,"Avenida 29 #64-27",3133402429,cliente364.943@outlook.com,Cartagena,365
PAS,982104267,Cliente365 Torres,1800-01-01 00:00:00,"Avenida 87 #64-46",3459654559,"",Bucaramanga,366
TI,217188882,Cliente366 Gómez,1988-07-18 00:00:00,"Avenida 75 #89-25",3759500513,cliente366.607@outlook.com,Barranquilla,367
TI,466631928,Cliente367 Gómez,1980-09-03 00:00:00,"Diagonal 124 #35-16",3593788940,"",Cali,368
TI,988983149,Cliente368 Méndez,1800-01-01 00:00:00,"Avenida 57 #36-31",3514277522,"",Bucaramanga,369
CE,344627493,Cliente369 Méndez,1800-01-01 00:00:00,"Avenida 36 #4-16",3935272193,"",Pereira,370
PAS,424901664,Cliente370 Ramírez,1984-11-21 00:00:00,"Carrera 115 #47-23",3594260948,"",Cartagena,371
CC,533515996,Cliente371 Méndez,1988-05-25 00:00:00,"Diagonal 1 #24-33",3951125289,"",Medellín,372
CC,505695265,Cliente372 Gómez,1973-05-15 00:00:00,"Avenida 54 #9-15",3912796131,cliente372.630@yahoo.com,Bogotá,373
CC,353050559,Cliente373 Méndez,2001-05-14 00:00:00,"Calle 63 #6-48",3671753465,"",Pereira,374
TI,602902138,Cliente374 Ramírez,1994-10-01 00:00:00,"Calle 93 #17-40",3359448685,cliente374.192@gmail.com,Pereira,375
CE,539180477,Cliente375 Gómez,1800-01-01 00:00:00,"Carrera 104 #58-15",3248845154,"",Pereira,376
CC,882503700,Cliente376 Gómez,1964-08-03 00:00:00,"Calle 111 #94-50",3782236497,"",Pereira,377
CE,518151559,Cliente377 Ramírez,1967-07-14 00:00:00,"Calle 140 #40-49",3749217726,cliente377.756@mail.com,Cartagena,378
TI,733200008,Cliente378 Méndez,1971-11-07 00:00:00,"Carrera 138 #28-15",3713305465,"",Cali,379
PAS,454905206,Cliente379 Gómez,1961-07-25 00:00:00,"Calle 100 #94-7",3212731919,"",Cartagena,380
CE,299204937,Cliente380 Méndez,1990-01-16 00:00:00,"Avenida 127 #29-36",3954858752,"",Cali,381
CC,689413250,Cliente381 Gómez,1979-05-03 00:00:00,"Diagonal 35 #78-48",3743169223,"",Cartagena,382
PAS,456929063,Cliente382 Torres,1977-05-04 00:00:00,"Diagonal 32 #64-13",3616382482,"",Barranquilla,383
TI,821657837,Cliente383 Pérez,1965-04-20 00:00:00,"Diagonal 132 #81-12",3644569385,"",Bucaramanga,384
CE,602286010,Cliente384 Méndez,1995-01-07 00:00:00,"Carrera 62 #59-15",3799529475,"",Bogotá,385
CC,478789642,Cliente385 Gómez,1980-04-03 00:00:00,"Calle 94 #19-5",3533952462,"",Bogotá,386
CC,435944534,Cliente386 Pérez,1972-12-26 00:00:00,"Avenida 96 #26-20",3418680956,"",Medellín,387
PAS,965768768,Cliente387 Méndez,2000-08-10 00:00:00,"Calle 117 #8-22",3707823633,cliente387.743@gmail.com,Cartagena,388
PAS,222863666,Cliente388 Méndez,1982-09-21 00:00:00,"Avenida 55 #35-32",3892631540,"",Bogotá,389
CE,880842193,Cliente389 Ramírez,2000-03-22 00:00:00,"Calle 88 #55-24",3935301138,cliente389.736@mail.com,Medellín,390
CC,109888169,Cliente390 Pérez,1995-06-27 00:00:00,"Diagonal 3 #60-33",3607099907,"",Pereira,391
TI,744788514,Cliente391 Gómez,1959-08-10 00:00:00,"Diagonal 87 #51-47",3731612805,cliente391.235@gmail.com,Cali,392
CC,971229877,Cliente392 Méndez,2000-11-13 00:00:00,"Calle 79 #32-14",3442336762,cliente392.62@outlook.com,Barranquilla,393
TI,441496592,Cliente393 Gómez,1961-11-09 00:00:00,"Avenida 59 #41-44",3425930224,"",Cartagena,394
TI,644222099,Cliente394 Ramírez,1958-02-12 00:00:00,"Carrera 133 #8-10",3451810106,cliente394.156@outlook.com,Cali,395
PAS,420972963,Cliente395 Méndez,1963-10-02 00:00:00,"Diagonal 35 #26-50",3504424805,"",Pereira,396
TI,269367911,Cliente396 Ramírez,1992-06-24 00:00:00,"Carrera 62 #78-30",3681032343,cliente396.324@yahoo.com,Cali,397
CC,887342027,Cliente397 Torres,2003-09-10 00:00:00,"Avenida 133 #56-29",3652645550,"",Medellín,398
PAS,481944799,Cliente398 Torres,1962-11-04 00:00:00,"Calle 86 #88-17",3421087901,"",Cali,399
CC,684489058,Cliente399 Méndez,1991-05-16 00:00:00,"Calle 62 #86-1",3541373297,cliente399.206@gmail.com,Cartagena,400
CC,912349164,Cliente400 Torres,1972-05-09 00:00:00,"Carrera 78 #75-40",3938418132,cliente400.792@gmail.com,Cartagena,401
CE,371287464,Cliente401 Ramírez,1964-09-22 00:00:00,"Carrera 82 #35-39",3870207155,cliente401.188@mail.com,Bogotá,402
TI,834322361,Cliente402 Méndez,1990-11-14 00:00:00,"Carrera 43 #92-5",3164838418,cliente402.677@gmail.com,Bucaramanga,403
TI,392133188,Cliente403 Ramírez,2002-11-02 00:00:00,"Avenida 101 #5-39",3884466396,"",Bogotá,404
CC,848488620,Cliente404 Torres,2000-01-18 00:00:00,"Avenida 108 #43-12",3744771613,cliente404.721@mail.com,Barranquilla,405
CC,272001062,Cliente405 Pérez,1968-08-04 00:00:00,"Calle 116 #71-38",3665905764,"",Cali,406
CE,533972507,Cliente406 Méndez,1998-02-15 00:00:00,"Carrera 123 #22-39",3186362321,cliente406.892@outlook.com,Medellín,407
CE,267423138,Cliente407 Méndez,1978-10-18 00:00:00,"Diagonal 12 #72-13",3436598759,"",Cali,408
PAS,342208407,Cliente408 Pérez,1961-11-25 00:00:00,"Calle 95 #98-29",3866800567,"",Cali,409
CE,426460007,Cliente409 Gómez,1972-01-22 00:00:00,"Calle 97 #7-20",3974670713,"",Bogotá,410
CE,437329971,Cliente410 Gómez,1957-06-06 00:00:00,"Avenida 142 #23-39",3771064807,"",Bucaramanga,411
CC,947206202,Cliente411 Méndez,1976-12-21 00:00:00,"Carrera 34 #63-47",3421726797,"",Medellín,412
PAS,759006842,Cliente412 Gómez,1981-07-11 00:00:00,"Carrera 116 #93-9",3452799384,cliente412.139@yahoo.com,Medellín,413
PAS,351663596,Cliente413 Torres,1968-08-11 00:00:00,"Diagonal 55 #40-1",3449275179,"",Medellín,414
PAS,939764466,Cliente414 Gómez,1967-07-16 00:00:00,"Diagonal 149 #82-42",3455182788,cliente414.184@gmail.com,Cartagena,415
TI,808008562,Cliente415 Gómez,1953-10-19 00:00:00,"Calle 52 #100-7",3127859013,"",Cartagena,416
CE,460620397,Cliente416 Gómez,1986-07-17 00:00:00,"Carrera 57 #87-49",3593995405,cliente416.173@outlook.com,Bogotá,417
CC,497827053,Cliente417 Gómez,1976-10-17 00:00:00,"Calle 143 #5-28",3558329914,cliente417.305@outlook.com,Cartagena,418
PAS,252908867,Cliente418 Pérez,1952-04-24 00:00:00,"Diagonal 88 #26-22",3820515763,"",Bogotá,419
CE,837557354,Cliente419 Pérez,1958-10-23 00:00:00,"Carrera 108 #53-3",3459345610,"",Bucaramanga,420
CE,819380142,Cliente420 Pérez,1971-05-04 00:00:00,"Diagonal 130 #59-38",3546657875,cliente420.298@outlook.com,Bucaramanga,421
TI,956401550,Cliente421 Méndez,1800-01-01 00:00:00,"Diagonal 149 #97-21",3296073389,"",Bucaramanga,422
PAS,792410551,Cliente422 Gómez,1800-01-01 00:00:00,"Avenida 99 #30-35",3593117385,cliente422.756@outlook.com,Bogotá,423
PAS,325601584,Cliente423 Torres,1991-07-16 00:00:00,"Avenida 82 #35-46",3382961701,cliente423.525@gmail.com,Barranquilla,424
CE,442957528,Cliente424 Méndez,1800-01-01 00:00:00,"Diagonal 45 #15-37",3841224015,"",Cartagena,425
CC,852499321,Cliente425 Ramírez,1800-01-01 00:00:00,"Avenida 129 #27-1",3503436861,cliente425.603@mail.com,Cartagena,426
PAS,906896000,Cliente426 Méndez,1954-12-19 00:00:00,"Avenida 78 #33-36",3129511391,cliente426.509@mail.com,Cartagena,427
CC,970928739,Cliente427 Torres,1968-01-13 00:00:00,"Avenida 104 #34-20",3581844658,cliente427.677@yahoo.com,Bogotá,428
CC,431263288,Cliente428 Pérez,1992-03-21 00:00:00,"Avenida 37 #36-2",3587516308,"",Bogotá,429
TI,321137173,Cliente429 Méndez,1954-08-20 00:00:00,"Avenida 33 #96-32",3379886786,"",Cali,430
CC,500786773,Cliente430 Gómez,1800-01-01 00:00:00,"Avenida 2 #64-42",3747647365,"",Pereira,431
CE,615191530,Cliente431 Méndez,2000-09-05 00:00:00,"Diagonal 113 #12-9",3423578034,cliente431.985@gmail.com,Bogotá,432
