tipo_identificacion,numero_identificacion,nombres,fecha_nacimiento,direccion_cliente,telefono_cliente,correo_cliente,ciudad,id_cliente
CE,899534405,Cliente231 Ramírez,1978-11-11 00:00:00,"Carrera 126 #81-5",3474500470,cliente231.914@outlook.com,Pereira,215
TI,571745086,Cliente232 Torres,1961-05-01 00:00:00,"Carrera 34 #36-18",3565512912,"",Cartagena,216
CC,915728134,Cliente233 Méndez,1956-02-22 00:00:00,"Carrera 76 #37-17",3814510274,cliente233.123@gmail.com,Pereira,217
CC,599540971,Cliente234 Gómez,1955-06-10 00:00:00,"Avenida 29 #49-10",3749374638,"",Cartagena,218
CC,145114881,Cliente235 Ramírez,1964-05-08 00:00:00,"Carrera 41 #50-45",3696332062,cliente235.254@gmail.com,Medellín,219
PAS,664358142,Cliente236 Méndez,2001-05-25 00:00:00,"Calle 65 #17-29",3144000939,"",Barranquilla,220
CC,794065337,Cliente237 Ramírez,1968-07-19 00:00:00,"Calle 150 #95-27",3849738995,"",Pereira,221
TI,735652324,Cliente238 Méndez,1956-11-13 00:00:00,"Avenida 51 #18-27",3228916505,"",Barranquilla,222
CE,670663771,Cliente239 Pérez,1951-01-12 00:00:00,"Avenida 69 #67-42",3175176680,cliente239.731@yahoo.com,Bucaramanga,223
TI,532662208,Cliente240 Torres,1971-10-10 00:00:00,"Avenida 113 #46-11",3478595898,"",Cali,224
CC,325793996,Cliente242 Torres,1961-01-10 00:00:00,"Avenida 47 #42-41",3298494576,cliente242.395@mail.com,Cali,225
CE,812317003,Cliente243 Torres,1976-06-06 00:00:00,"Avenida 30 #86-28",3529115225,"",Pereira,226
CE,985797852,Cliente244 Méndez,2005-05-25 00:00:00,"Avenida 136 #94-13",3905798361,cliente244.864@gmail.com,Pereira,227
PAS,764416133,Cliente245 Ramírez,1987-06-13 00:00:00,"Carrera 98 #27-41",3609041101,"",Cartagena,228
PAS,984603410,Cliente246 Méndez,1950-08-21 00:00:00,"Carrera 94 #99-42",3110600988,"",Pereira,229
TI,358464874,Cliente247 Torres,2004-08-16 00:00:00,"Calle 132 #66-18",3333070032,cliente247.492@yahoo.com,Barranquilla,230
CE,942205283,Cliente248 Pérez,1973-11-26 00:00:00,"Carrera 5 #7-19",3991738595,"",Bogotá,231
CE,456871575,Cliente249 Pérez,1978-06-22 00:00:00,"Calle 124 #51-10",3787422180,"",Bucaramanga,232
TI,748346425,Cliente250 Torres,1973-06-10 00:00:00,"Avenida 36 #68-5",3541678957,"",Barranquilla,233
PAS,770166691,Cliente251 Torres,1986-03-01 00:00:00,"Calle 104 #3-32",3399804292,"",Bucaramanga,234
CC,705440823,Cliente252 Gómez,2004-01-03 00:00:00,"Calle 60 #78-29",3422507484,"",Bogotá,235
CE,245405339,Cliente253 Méndez,1963-06-26 00:00:00,"Calle 148 #19-40",3567814535,cliente253.908@yahoo.com,Bucaramanga,236
CE,151253224,Cliente254 Méndez,1977-06-20 00:00:00,"Carrera 8 #36-4",3968641274,cliente254.481@gmail.com,Pereira,237
CE,720346331,Cliente255 Pérez,2005-06-20 00:00:00,"Calle 126 #17-25",3668175391,"",Bogotá,238
PAS,394504270,Cliente256 Pérez,2003-03-20 00:00:00,"Avenida 93 #31-3",3560656809,"",Bogotá,239
TI,613269767,Cliente258 Torres,2002-02-12 00:00:00,"Diagonal 64 #94-35",3289383955,"",Cali,240
CC,729750839,Cliente259 Ramírez,1992-02-16 00:00:00,"Calle 2 #1-20",3477626641,"",Barranquilla,241
CC,353384424,Cliente260 Ramírez,1961-02-04 00:00:00,"Avenida 45 #100-1",3994084025,"",Barranquilla,242
CC,491095733,Cliente261 Ramírez,1951-05-23 00:00:00,"Calle 42 #51-6",3137040462,cliente261.930@outlook.com,Bucaramanga,243
CE,551545817,Cliente262 Pérez,1977-05-28 00:00:00,"Calle 136 #27-1",3243870672,cliente262.684@yahoo.com,Bogotá,244
TI,858741183,Cliente263 Méndez,1969-10-08 00:00:00,"Carrera 129 #45-19",3313199793,"",Pereira,245
PAS,853381612,Cliente264 Pérez,1978-10-28 00:00:00,"Carrera 150 #60-20",3567202219,"",Pereira,246
TI,388083535,Cliente265 Ramírez,1999-08-19 00:00:00,"Carrera 109 #99-38",3601747646,"",Barranquilla,247
CC,142211487,Cliente266 Torres,1987-10-17 00:00:00,"Diagonal 105 #77-20",3808659415,"",Cali,248
CE,252003869,Cliente267 Gómez,2002-05-22 00:00:00,"Calle 109 #34-32",3865993850,"",Barranquilla,249
TI,646305935,Cliente270 Torres,1999-02-11 00:00:00,"Diagonal 131 #100-50",3577773863,"",Pereira,250
TI,698889448,Cliente271 Ramírez,1953-04-23 00:00:00,"Avenida 48 #90-31",3972504579,cliente271.846@gmail.com,Medellín,251
CE,910263125,Cliente272 Torres,1974-02-18 00:00:00,"Avenida 42 #13-27",3918868844,"",Cali,252
TI,497794100,Cliente273 Gómez,1962-10-23 00:00:00,"Diagonal 54 #57-2",3694529883,"",Bucaramanga,253
TI,310700811,Cliente274 Ramírez,1994-06-20 00:00:00,"Avenida 134 #20-13",3641756049,cliente274.312@yahoo.com,Pereira,254
PAS,703833620,Cliente275 Torres,1990-09-11 00:00:00,"Carrera 56 #48-32",3200275398,"",Cali,255
CE,570982746,Cliente276 Méndez,1987-03-16 00:00:00,"Diagonal 123 #75-31",3761157761,cliente276.21@outlook.com,Bucaramanga,256
CE,505390247,Cliente277 Gómez,1987-09-06 00:00:00,"Avenida 80 #91-34",3233378930,cliente277.34@gmail.com,Pereira,257
TI,612285021,Cliente278 Pérez,2003-03-06 00:00:00,"Calle 55 #90-37",3994327170,cliente278.257@outlook.com,Cali,258
PAS,748406901,Cliente279 Gómez,1977-12-22 00:00:00,"Diagonal 108 #15-26",3707760335,"",Bogotá,259
CE,317564542,Cliente280 Torres,1978-04-07 00:00:00,"Avenida 59 #82-1",3273799530,cliente280.147@yahoo.com,Bogotá,260
CC,222623526,Cliente281 Torres,1986-12-28 00:00:00,"Carrera 131 #89-39",3988370938,"",Barranquilla,261
CC,426064187,Cliente282 Torres,1993-04-13 00:00:00,"Diagonal 67 #41-45",3211466786,cliente282.973@yahoo.com,Bogotá,262
CE,305720567,Cliente283 Pérez,1970-04-23 00:00:00,"Diagonal 14 #34-37",3839852592,cliente283.217@yahoo.com,Medellín,263
PAS,815972285,Cliente284 Méndez,1969-05-25 00:00:00,"Calle 43 #92-28",3257716068,"",Cartagena,264
CC,478418240,Cliente285 Torres,2002-12-17 00:00:00,"Avenida 5 #20-28",3194335387,cliente285.734@gmail.com,Bogotá,265
CE,815751035,Cliente286 Pérez,1970-09-04 00:00:00,"Calle 115 #83-42",3998273614,cliente286.884@mail.com,Medellín,266
PAS,269486898,Cliente287 Ramírez,1973-03-20 00:00:00,"Avenida 135 #95-34",3232069993,"",Barranquilla,267
PAS,450433666,Cliente288 Gómez,1965-07-02 00:00:00,"Diagonal 3 #100-35",3192888321,"",Bucaramanga,268
TI,792389419,Cliente289 Torres,1983-07-16 00:00:00,"Carrera 52 #58-2",3626483698,cliente289.523@mail.com,Pereira,269
TI,865829811,Cliente290 Méndez,1961-05-22 00:00:00,"Diagonal 102 #100-50",3544900736,cliente290.536@gmail.com,Barranquilla,270
TI,219734099,Cliente291 Ramírez,1974-03-09 00:00:00,"Avenida 19 #42-2",3280417266,"",Medellín,271
TI,210718741,Cliente293 Torres,2000-08-13 00:00:00,"Carrera 115 #22-11",3529527195,"",Bogotá,272
CE,372970164,Cliente294 Gómez,1967-09-19 00:00:00,"Calle 55 #2-5",3697557378,"",Bogotá,273
CE,296904667,Cliente295 Ramírez,2004-06-07 00:00:00,"Diagonal 65 #7-12",3273897850,cliente295.218@yahoo.com,Medellín,274
CC,958005063,Cliente297 Méndez,1982-04-03 00:00:00,"Diagonal 150 #67-45",3729653974,"",Cali,275
PAS,751917119,Cliente298 Torres,1986-02-09 00:00:00,"Carrera 51 #92-46",3310913392,"",Cartagena,276
CE,898406247,Cliente299 Ramírez,2004-02-19 00:00:00,"Avenida 64 #76-29",3181535415,cliente299.224@yahoo.com,Cartagena,277
TI,598582090,Cliente300 Gómez,1999-06-17 00:00:00,"Avenida 137 #46-9",3852012127,cliente300.93@yahoo.com,Bogotá,278
PAS,866115769,Cliente301 Torres,1980-06-03 00:00:00,"Carrera 43 #11-9",3873616600,"",Bucaramanga,279
CE,185408843,Cliente302 Torres,1989-11-06 00:00:00,"Carrera 123 #88-21",3378222995,cliente302.329@gmail.com,Cali,280
CC,913183186,Cliente303 Pérez,1994-07-26 00:00:00,"Calle 54 #80-7",3717886748,"",Bogotá,281
CC,828382087,Cliente304 Torres,1978-02-24 00:00:00,"Carrera 141 #2-10",3580522588,"",Bogotá,282
CE,718946680,Cliente306 Pérez,2004-12-17 00:00:00,"Diagonal 99 #37-15",3262818048,cliente306.377@outlook.com,Cartagena,283
PAS,774399278,Cliente307 Ramírez,1970-02-16 00:00:00,"Calle 54 #68-22",3514660084,cliente307.283@yahoo.com,Bucaramanga,284
TI,514875699,Cliente308 Pérez,1994-12-21 00:00:00,"Diagonal 127 #59-5",3788341376,"",Bogotá,285
PAS,775542856,Cliente309 Torres,1998-09-04 00:00:00,"Avenida 92 #47-20",3347038062,"",Bogotá,286
PAS,706588847,Cliente310 Gómez,1989-02-09 00:00:00,"Calle 63 #30-21",3551564429,"",Bucaramanga,287
TI,466834359,Cliente311 Pérez,1966-08-05 00:00:00,"Avenida 25 #46-10",3718582372,cliente311.575@mail.com,Barranquilla,288
TI,897419998,Cliente312 Torres,1955-08-02 00:00:00,"Avenida 10 #2-32",3678886348,"",Bucaramanga,289
PAS,940867680,Cliente313 Gómez,1961-05-16 00:00:00,"Avenida 143 #41-7",3129638842,"",Bogotá,290
PAS,277411940,Cliente314 Torres,1979-08-11 00:00:00,"Diagonal 34 #84-35",3956345511,"",Cartagena,291
PAS,944037357,Cliente315 Méndez,1999-03-26 00:00:00,"Diagonal 95 #72-50",3555140327,"",Pereira,292
CE,138461966,Cliente316 Gómez,1983-04-15 00:00:00,"Avenida 100 #92-5",3614846935,cliente316.604@mail.com,Pereira,293
CC,796398792,Cliente317 Ramírez,1961-07-18 00:00:00,"Calle 49 #75-28",3716689513,"",Cali,294
PAS,967335409,Cliente318 Gómez,1956-01-08 00:00:00,"Calle 85 #44-14",3621617898,cliente318.773@outlook.com,Pereira,295
CC,872789726,Cliente319 Pérez,1982-01-23 00:00:00,"Avenida 98 #27-26",3492052620,"",Pereira,296
CC,338371050,Cliente320 Gómez,1964-12-10 00:00:00,"Diagonal 67 #88-8",3463111676,cliente320.544@gmail.com,Pereira,297
CC,770895848,Cliente321 Gómez,1991-12-14 00:00:00,"Calle 8 #42-38",3374479547,cliente321.833@yahoo.com,Bucaramanga,298
TI,888001763,Cliente322 Ramírez,1976-02-06 00:00:00,"Carrera 59 #75-21",3186405732,"",Pereira,299
CE,954598832,Cliente323 Gómez,2005-11-02 00:00:00,"Diagonal 113 #52-12",3349577503,"",Pereira,300
PAS,193938977,Cliente324 Torres,1957-05-17 00:00:00,"Diagonal 1 #83-28",3688993897,"",Medellín,301
PAS,209424433,Cliente325 Gómez,2001-06-16 00:00:00,"Carrera 77 #19-28",3192425454,"",Bucaramanga,302
CC,461239235,Cliente326 Ramírez,1982-06-01 00:00:00,"Calle 63 #23-43",3941644316,cliente326.857@gmail.com,Pereira,303
TI,330913588,Cliente328 Torres,1953-02-26 00:00:00,"Avenida 19 #59-39",3123309051,cliente328.355@yahoo.com,Medellín,304
CC,562208037,Cliente329 Gómez,1977-06-26 00:00:00,"Carrera 112 #71-1",3297341208,cliente329.214@yahoo.com,Pereira,305
CC,751277403,Cliente330 Torres,1959-03-05 00:00:00,"Diagonal 140 #66-10",3980074172,cliente330.781@yahoo.com,Barranquilla,306
PAS,865689776,Cliente331 Ramírez,1980-10-09 00:00:00,"Avenida 143 #18-5",3310988929,cliente331.893@outlook.com,Bogotá,307
CE,150909183,Cliente332 Pérez,1968-05-28 00:00:00,"Carrera 65 #46-50",3815396842,cliente332.691@yahoo.com,Medellín,308
CE,515754061,Cliente333 Ramírez,1999-04-06 00:00:00,"Carrera 129 #96-49",3964976511,cliente333.560@gmail.com,Bucaramanga,309
CE,947647440,Cliente334 Gómez,1993-03-06 00:00:00,"Calle 120 #89-8",3483114539,cliente334.835@yahoo.com,Cali,310
PAS,249825574,Cliente335 Gómez,1952-08-24 00:00:00,"Carrera 10 #86-38",3710939606,"",Cartagena,311
CC,453424330,Cliente336 Ramírez,2001-04-19 00:00:00,"Avenida 39 #80-15",3224784419,"",Medellín,312
CC,475428594,Cliente337 Pérez,1960-03-22 00:00:00,"Avenida 122 #7-13",3969102144,"",Cali,313
CC,391665369,Cliente338 Gómez,1993-09-22 00:00:00,"Calle 118 #46-30",3826951042,cliente338.126@outlook.com,Pereira,314
TI,147154279,Cliente339 Ramírez,1981-06-11 00:00:00,"Carrera 92 #75-11",3803853152,"",Bogotá,315
TI,339000603,Cliente340 Pérez,1992-07-25 00:00:00,"Diagonal 13 #58-44",3318184584,cliente340.641@gmail.com,Pereira,316
CE,175933082,Cliente341 Torres,1957-09-27 00:00:00,"Carrera 84 #15-2",3472152115,cliente341.259@gmail.com,Pereira,317
TI,133308302,Cliente342 Gómez,1957-05-08 00:00:00,"Avenida 46 #55-32",3604202664,cliente342.242@gmail.com,Cali,318
CE,984738960,Cliente343 Pérez,1993-03-28 00:00:00,"Carrera 35 #15-13",3501837962,cliente343.937@gmail.com,Pereira,319
PAS,989128888,Cliente344 Pérez,1966-04-09 00:00:00,"Carrera 132 #21-10",3633616761,cliente344.334@yahoo.com,Cartagena,320
CE,847847340,Cliente345 Méndez,1997-02-28 00:00:00,"Avenida 10 #61-2",3635903140,cliente345.102@outlook.com,Cartagena,321
TI,717847735,Cliente346 Torres,1966-04-23 00:00:00,"Calle 147 #56-27",3571545650,cliente346.743@outlook.com,Cali,322
PAS,339141705,Cliente347 Torres,1994-12-05 00:00:00,"Avenida 60 #62-34",3210160703,cliente347.620@mail.com,Pereira,323
TI,498591474,Cliente348 Gómez,1998-09-07 00:00:00,"Avenida 39 #71-45",3128814363,cliente348.329@yahoo.com,Pereira,324
CC,533483489,Cliente349 Pérez,2002-08-05 00:00:00,"Carrera 116 #89-48",3117402383,cliente349.919@yahoo.com,Cartagena,325
TI,828824600,Cliente350 Gómez,1950-06-24 00:00:00,"Calle 32 #70-43",3899533798,cliente350.515@mail.com,Bogotá,326
PAS,893404534,Cliente351 Pérez,1983-05-18 00:00:00,"Calle 90 #81-34",3462176052,"",Medellín,327
CE,960873029,Cliente352 Méndez,1956-05-02 00:00:00,"Calle 6 #27-6",3829148897,cliente352.352@outlook.com,Bogotá,328
TI,642820785,Cliente353 Ramírez,1998-11-19 00:00:00,"Avenida 143 #11-42",3670877827,cliente353.921@mail.com,Cartagena,329
CE,798109285,Cliente354 Ramírez,1952-08-19 00:00:00,"Diagonal 149 #46-34",3311229307,cliente354.143@mail.com,Bogotá,330
TI,664569174,Cliente355 Ramírez,1985-09-09 00:00:00,"Diagonal 90 #62-47",3832929984,"",Cali,331
CE,511135574,Cliente356 Ramírez,1999-10-09 00:00:00,"Avenida 28 #1-31",3473229233,"",Bogotá,332
CE,405637369,Cliente357 Ramírez,1963-02-17 00:00:00,"Avenida 139 #97-43",3196514675,"",Medellín,333
PAS,839546930,Cliente358 Torres,1958-01-20 00:00:00,"Avenida 71 #16-40",3765168330,cliente358.691@yahoo.com,Bucaramanga,334
CC,286186284,Cliente359 Pérez,1962-10-03 00:00:00,"Carrera 128 #17-32",3932646784,"",Cartagena,335
CE,638863449,Cliente360 Méndez,1953-05-11 00:00:00,"Carrera 113 #29-29",3365920287,cliente360.972@mail.com,Medellín,336
CE,405613764,Cliente361 Torres,2005-10-24 00:00:00,"Avenida 142 #33-12",3428521113,cliente361.16@outlook.com,Medellín,337
PAS,244776281,Cliente362 Ramírez,1959-04-09 00:00:00,"Calle 70 #4-21",3284931228,"",Cartagena,338
CE,958294517,Cliente363 Gómez,1956-05-05 00:00:00,"Calle 127 #15-42",3783952262,"",Cali,339
CC,380969186,Cliente364 Torres,1954-07-26 00:00:00,"Avenida 29 #64-27",3133402429,cliente364.943@outlook.com,Cartagena,340
TI,217188882,Cliente366 Gómez,1988-07-18 00:00:00,"Avenida 75 #89-25",3759500513,cliente366.607@outlook.com,Barranquilla,341
TI,466631928,Cliente367 Gómez,1980-09-03 00:00:00,"Diagonal 124 #35-16",3593788940,"",Cali,342
PAS,424901664,Cliente370 Ramírez,1984-11-21 00:00:00,"Carrera 115 #47-23",3594260948,"",Cartagena,343
CC,533515996,Cliente371 Méndez,1988-05-25 00:00:00,"Diagonal 1 #24-33",3951125289,"",Medellín,344
CC,505695265,Cliente372 Gómez,1973-05-15 00:00:00,"Avenida 54 #9-15",3912796131,cliente372.630@yahoo.com,Bogotá,345
CC,353050559,Cliente373 Méndez,2001-05-14 00:00:00,"Calle 63 #6-48",3671753465,"",Pereira,346
TI,602902138,Cliente374 Ramírez,1994-10-01 00:00:00,"Calle 93 #17-40",3359448685,cliente374.192@gmail.com,Pereira,347
CC,882503700,Cliente376 Gómez,1964-08-03 00:00:00,"Calle 111 #94-50",3782236497,"",Pereira,348
CE,518151559,Cliente377 Ramírez,1967-07-14 00:00:00,"Calle 140 #40-49",3749217726,cliente377.756@mail.com,Cartagena,349
TI,733200008,Cliente378 Méndez,1971-11-07 00:00:00,"Carrera 138 #28-15",3713305465,"",Cali,350
PAS,454905206,Cliente379 Gómez,1961-07-25 00:00:00,"Calle 100 #94-7",3212731919,"",Cartagena,351
CE,299204937,Cliente380 Méndez,1990-01-16 00:00:00,"Avenida 127 #29-36",3954858752,"",Cali,352
CC,689413250,Cliente381 Gómez,1979-05-03 00:00:00,"Diagonal 35 #78-48",3743169223,"",Cartagena,353
PAS,456929063,Cliente382 Torres,1977-05-04 00:00:00,"Diagonal 32 #64-13",3616382482,"",Barranquilla,354
TI,821657837,Cliente383 Pérez,1965-04-20 00:00:00,"Diagonal 132 #81-12",3644569385,"",Bucaramanga,355
CE,602286010,Cliente384 Méndez,1995-01-07 00:00:00,"Carrera 62 #59-15",3799529475,"",Bogotá,356
CC,478789642,Cliente385 Gómez,1980-04-03 00:00:00,"Calle 94 #19-5",3533952462,"",Bogotá,357
CC,435944534,Cliente386 Pérez,1972-12-26 00:00:00,"Avenida 96 #26-20",3418680956,"",Medellín,358
PAS,965768768,Cliente387 Méndez,2000-08-10 00:00:00,"Calle 117 #8-22",3707823633,cliente387.743@gmail.com,Cartagena,359
PAS,222863666,Cliente388 Méndez,1982-09-21 00:00:00,"Avenida 55 #35-32",3892631540,"",Bogotá,360
CE,880842193,Cliente389 Ramírez,2000-03-22 00:00:00,"Calle 88 #55-24",3935301138,cliente389.736@mail.com,Medellín,361
CC,109888169,Cliente390 Pérez,1995-06-27 00:00:00,"Diagonal 3 #60-33",3607099907,"",Pereira,362
TI,744788514,Cliente391 Gómez,1959-08-10 00:00:00,"Diagonal 87 #51-47",3731612805,cliente391.235@gmail.com,Cali,363
CC,971229877,Cliente392 Méndez,2000-11-13 00:00:00,"Calle 79 #32-14",3442336762,cliente392.62@outlook.com,Barranquilla,364
TI,441496592,Cliente393 Gómez,1961-11-09 00:00:00,"Avenida 59 #41-44",3425930224,"",Cartagena,365
TI,644222099,Cliente394 Ramírez,1958-02-12 00:00:00,"Carrera 133 #8-10",3451810106,cliente394.156@outlook.com,Cali,366
PAS,420972963,Cliente395 Méndez,1963-10-02 00:00:00,"Diagonal 35 #26-50",3504424805,"",Pereira,367
TI,269367911,Cliente396 Ramírez,1992-06-24 00:00:00,"Carrera 62 #78-30",3681032343,cliente396.324@yahoo.com,Cali,368
CC,887342027,Cliente397 Torres,2003-09-10 00:00:00,"Avenida 133 #56-29",3652645550,"",Medellín,369
PAS,481944799,Cliente398 Torres,1962-11-04 00:00:00,"Calle 86 #88-17",3421087901,"",Cali,370
CC,684489058,Cliente399 Méndez,1991-05-16 00:00:00,"Calle 62 #86-1",3541373297,cliente399.206@gmail.com,Cartagena,371
CC,912349164,Cliente400 Torres,1972-05-09 00:00:00,"Carrera 78 #75-40",3938418132,cliente400.792@gmail.com,Cartagena,372
CE,371287464,Cliente401 Ramírez,1964-09-22 00:00:00,"Carrera 82 #35-39",3870207155,cliente401.188@mail.com,Bogotá,373
TI,834322361,Cliente402 Méndez,1990-11-14 00:00:00,"Carrera 43 #92-5",3164838418,cliente402.677@gmail.com,Bucaramanga,374
TI,392133188,Cliente403 Ramírez,2002-11-02 00:00:00,"Avenida 101 #5-39",3884466396,"",Bogotá,375
CC,848488620,Cliente404 Torres,2000-01-18 00:00:00,"Avenida 108 #43-12",3744771613,cliente404.721@mail.com,Barranquilla,376
CC,272001062,Cliente405 Pérez,1968-08-04 00:00:00,"Calle 116 #71-38",3665905764,"",Cali,377
CE,533972507,Cliente406 Méndez,1998-02-15 00:00:00,"Carrera 123 #22-39",3186362321,cliente406.892@outlook.com,Medellín,378
CE,267423138,Cliente407 Méndez,1978-10-18 00:00:00,"Diagonal 12 #72-13",3436598759,"",Cali,379
PAS,342208407,Cliente408 Pérez,1961-11-25 00:00:00,"Calle 95 #98-29",3866800567,"",Cali,380
CE,426460007,Cliente409 Gómez,1972-01-22 00:00:00,"Calle 97 #7-20",3974670713,"",Bogotá,381
CE,437329971,Cliente410 Gómez,1957-06-06 00:00:00,"Avenida 142 #23-39",3771064807,"",Bucaramanga,382
CC,947206202,Cliente411 Méndez,1976-12-21 00:00:00,"Carrera 34 #63-47",3421726797,"",Medellín,383
PAS,759006842,Cliente412 Gómez,1981-07-11 00:00:00,"Carrera 116 #93-9",3452799384,cliente412.139@yahoo.com,Medellín,384
PAS,351663596,Cliente413 Torres,1968-08-11 00:00:00,"Diagonal 55 #40-1",3449275179,"",Medellín,385
PAS,939764466,Cliente414 Gómez,1967-07-16 00:00:00,"Diagonal 149 #82-42",3455182788,cliente414.184@gmail.com,Cartagena,386
TI,808008562,Cliente415 Gómez,1953-10-19 00:00:00,"Calle 52 #100-7",3127859013,"",Cartagena,387
CE,460620397,Cliente416 Gómez,1986-07-17 00:00:00,"Carrera 57 #87-49",3593995405,cliente416.173@outlook.com,Bogotá,388
CC,497827053,Cliente417 Gómez,1976-10-17 00:00:00,"Calle 143 #5-28",3558329914,cliente417.305@outlook.com,Cartagena,389
PAS,252908867,Cliente418 Pérez,1952-04-24 00:00:00,"Diagonal 88 #26-22",3820515763,"",Bogotá,390
CE,837557354,Cliente419 Pérez,1958-10-23 00:00:00,"Carrera 108 #53-3",3459345610,"",Bucaramanga,391
CE,819380142,Cliente420 Pérez,1971-05-04 00:00:00,"Diagonal 130 #59-38",3546657875,cliente420.298@outlook.com,Bucaramanga,392
PAS,325601584,Cliente423 Torres,1991-07-16 00:00:00,"Avenida 82 #35-46",3382961701,cliente423.525@gmail.com,Barranquilla,393
PAS,906896000,Cliente426 Méndez,1954-12-19 00:00:00,"Avenida 78 #33-36",3129511391,cliente426.509@mail.com,Cartagena,394
CC,970928739,Cliente427 Torres,1968-01-13 00:00:00,"Avenida 104 #34-20",3581844658,cliente427.677@yahoo.com,Bogotá,395
CC,431263288,Cliente428 Pérez,1992-03-21 00:00:00,"Avenida 37 #36-2",3587516308,"",Bogotá,396
TI,321137173,Cliente429 Méndez,1954-08-20 00:00:00,"Avenida 33 #96-32",3379886786,"",Cali,397
CE,615191530,Cliente431 Méndez,2000-09-05 00:00:00,"Diagonal 113 #12-9",3423578034,cliente431.985@gmail.com,Bogotá,398
CC,757489570,Cliente432 Pérez,2003-03-11 00:00:00,"Diagonal 118 #34-29",3847198001,cliente432.447@gmail.com,Cartagena,399
TI,180679602,Cliente433 Torres,1960-06-22 00:00:00,"Carrera 61 #91-25",3698546084,"",Barranquilla,400
PAS,250228593,Cliente434 Ramírez,2001-08-03 00:00:00,"Avenida 47 #83-48",3274853522,"",Pereira,401
PAS,609966624,Cliente435 Ramírez,1975-07-21 00:00:00,"Carrera 68 #99-3",3979197640,cliente435.564@outlook.com,Pereira,402
CE,549222667,Cliente436 Méndez,1971-02-02 00:00:00,"Avenida 91 #37-33",3395057839,cliente436.903@gmail.com,Barranquilla,403
PAS,587936287,Cliente437 Ramírez,1983-04-18 00:00:00,"Diagonal 32 #2-24",3624483578,cliente437.56@gmail.com,Cali,404
PAS,118301538,Cliente438 Méndez,1984-02-11 00:00:00,"Diagonal 34 #1-12",3309281383,"",Bucaramanga,405
PAS,518200367,Cliente439 Pérez,1962-05-21 00:00:00,"Carrera 13 #73-46",3697541399,cliente439.392@yahoo.com,Bogotá,406
CE,896500485,Cliente440 Gómez,1988-11-08 00:00:00,"Diagonal 52 #88-5",3486148042,"",Pereira,407
TI,284773211,Cliente442 Méndez,1986-11-26 00:00:00,"Avenida 103 #59-48",3690933968,"",Pereira,408
PAS,768965686,Cliente443 Gómez,1987-08-12 00:00:00,"Carrera 87 #10-10",3169622911,"",Barranquilla,409
TI,596088039,Cliente444 Ramírez,1965-08-26 00:00:00,"Carrera 144 #40-1",3268560355,cliente444.343@mail.com,Bogotá,410
PAS,801187863,Cliente445 Méndez,1959-09-09 00:00:00,"Diagonal 142 #81-1",3519200963,"",Barranquilla,411
CC,858568489,Cliente446 Gómez,1960-02-10 00:00:00,"Avenida 38 #15-14",3444997383,"",Barranquilla,412
CE,716122561,Cliente447 Méndez,1950-07-05 00:00:00,"Avenida 100 #89-26",3989439042,"",Bucaramanga,413
TI,565884120,Cliente448 Méndez,1963-01-27 00:00:00,"Calle 16 #46-4",3783521257,cliente448.195@mail.com,Bogotá,414
CC,214777672,Cliente449 Pérez,1974-10-04 00:00:00,"Calle 9 #80-49",3746965033,cliente449.360@gmail.com,Medellín,415
TI,595127498,Cliente450 Torres,1979-03-07 00:00:00,"Avenida 98 #3-42",3493488149,cliente450.694@outlook.com,Cali,416
CC,803387907,Cliente451 Pérez,1962-02-07 00:00:00,"Avenida 57 #69-16",3975702095,cliente451.62@outlook.com,Cali,417
CE,724548938,Cliente452 Gómez,1984-03-25 00:00:00,"Carrera 107 #87-41",3930341766,cliente452.946@gmail.com,Bucaramanga,418
CE,753391180,Cliente453 Méndez,1954-04-21 00:00:00,"Calle 9 #53-3",3910938223,"",Bogotá,419
TI,920329753,Cliente454 Ramírez,1958-02-16 00:00:00,"Diagonal 43 #25-8",3651604401,"",Barranquilla,420
PAS,362568351,Cliente455 Ramírez,1981-09-05 00:00:00,"Avenida 114 #71-43",3267171395,"",Medellín,421
PAS,435189997,Cliente456 Torres,1964-12-24 00:00:00,"Avenida 135 #87-3",3519250450,"",Bogotá,422
PAS,820048599,Cliente457 Gómez,1958-07-21 00:00:00,"Carrera 9 #53-3",3691930761,"",Pereira,423
PAS,124583206,Cliente458 Pérez,2001-05-13 00:00:00,"Carrera 10 #54-20",3103523190,cliente458.409@gmail.com,Bogotá,424
CE,415853197,Cliente459 Gómez,1960-03-23 00:00:00,"Diagonal 113 #100-23",3847980671,cliente459.862@outlook.com,Pereira,425
CE,429590901,Cliente460 Méndez,1979-10-16 00:00:00,"Avenida 7 #7-33",3744435548,cliente460.101@yahoo.com,Bucaramanga,426
CE,351903669,Cliente461 Gómez,1978-02-05 00:00:00,"Avenida 23 #33-3",3760539260,"",Pereira,427
CE,114998383,Cliente462 Pérez,2003-04-26 00:00:00,"Diagonal 145 #44-48",3820369639,cliente462.417@outlook.com,Medellín,428
CC,526719972,Cliente463 Torres,1962-03-09 00:00:00,"Calle 118 #46-49",3716808601,cliente463.590@gmail.com,Cali,429
CC,460593257,Cliente464 Torres,1988-05-26 00:00:00,"Diagonal 140 #5-39",3980575387,cliente464.446@outlook.com,Pereira,430
